PLAYER,POS,AGE,TEAM,G,MP,PER,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,VORP,SEASON,AdjustedSalary,AdjustedPayroll,MinutesPG,TS%,AdjustedSalaryCap
Marcus Smart,SG,23,BOS,54,1614,10.8,0.483,0.258,6.4,23.7,2.2,1.2,18.4,19.4,-2.1,1,0.3,2018,4745287,120550249,29.88888889,0.479,105265290
Semi Ojeleye,PF,23,BOS,73,1150,4.6,0.665,0.218,7.7,2.4,0.9,0.3,10.8,9,-4.6,-0.1,-0.8,2018,1350897,120550249,15.75342466,0.473,105265290
Shane Larkin,PG,25,BOS,54,775,10.3,0.393,0.169,6.5,18.5,1.9,0.2,12.3,15.5,-2.8,1.1,0.1,2018,1593925,120550249,14.35185185,0.491,105265290
Terry Rozier,PG,23,BOS,80,2068,15.1,0.503,0.186,9.9,17.5,1.9,0.8,8.5,20.4,0.9,1.2,2.1,2018,2079343,120550249,25.85,0.52,105265290
Allen Crabbe,SG,25,BRK,75,2197,12.3,0.643,0.163,7.8,8.4,1,1.2,8.1,19,0,-0.7,0.7,2018,19344963,99836100,29.29333333,0.558,105265290
Caris LeVert,SF,23,BRK,71,1864,14.2,0.333,0.254,7.4,26,2.1,0.9,15.8,22.5,-0.8,0,0.6,2018,1707041,99836100,26.25352113,0.525,105265290
D'Angelo Russell,PG,21,BRK,48,1234,15.2,0.414,0.195,8.1,35.7,1.4,1,16.8,30.8,0.8,-2,0.3,2018,5816413,99836100,25.70833333,0.509,105265290
DeMarre Carroll,PF,31,BRK,73,2180,14.3,0.498,0.313,11.7,10.5,1.3,1,10.3,19.8,0.5,-0.4,1.2,2018,15475970,99836100,29.8630137,0.55,105265290
Jarrett Allen,C,19,BRK,72,1441,17.5,0.038,0.37,14.3,5.4,0.9,4.6,15.1,16.3,-0.9,0.1,0.5,2018,1791991,99836100,20.01388889,0.636,105265290
Joe Harris,SG,26,BRK,78,1975,13.3,0.576,0.167,7,10.2,0.9,0.8,12,16.6,0.7,-0.6,1,2018,1593925,99836100,25.32051282,0.634,105265290
Quincy Acy,PF,27,BRK,70,1359,8.2,0.8,0.164,10,6,1.2,1.6,13.3,14.4,-2.6,0.1,-0.2,2018,1787618,99836100,19.41428571,0.525,105265290
Rondae Hollis-Jefferson,SF,23,BRK,68,1920,16.9,0.075,0.436,12.7,14.2,1.6,1.9,12.3,22.2,-0.3,0.4,1,2018,1522208,99836100,28.23529412,0.548,105265290
Spencer Dinwiddie,PG,24,BRK,80,2306,15.9,0.517,0.32,6,35,1.4,0.7,11.8,20.3,1.3,-0.7,1.5,2018,1593925,99836100,28.825,0.527,105265290
Tyler Zeller,C,28,BRK,42,703,15.3,0.114,0.262,14.7,6.5,0.6,2.2,12.1,17.9,-0.7,-0.4,0.2,2018,1787618,99836100,16.73809524,0.587,105265290
Bobby Portis,PF,22,CHI,73,1643,19.7,0.275,0.192,16.2,13.2,1.5,1.3,10.5,26,2.2,-1.3,1.2,2018,1585575,94598740,22.50684932,0.548,105265290
David Nwaba,SG,25,CHI,70,1646,12.2,0.123,0.48,10.6,9.4,1.7,1.6,13.1,15.6,-2.7,0.2,-0.2,2018,1372562,94598740,23.51428571,0.542,105265290
Denzel Valentine,SG,24,CHI,77,2095,12.1,0.513,0.071,10.1,17.8,1.5,0.5,11.8,17.5,-1,0,0.5,2018,2286260,94598740,27.20779221,0.527,105265290
Jerian Grant,PG,25,CHI,74,1686,14.3,0.372,0.374,5.5,30.1,1.8,0.4,13.2,17.4,-0.9,-0.5,0.3,2018,1792117,94598740,22.78378378,0.528,105265290
Justin Holiday,SG,28,CHI,72,2265,10.8,0.574,0.21,6.9,10.1,1.7,1.2,9.8,18.2,-1.6,-0.3,0,2018,4705531,94598740,31.45833333,0.513,105265290
Kris Dunn,PG,23,CHI,52,1525,14.5,0.201,0.171,7.8,33.3,3.3,1.6,17.3,24.7,-2.4,1.1,0.3,2018,4231590,94598740,29.32692308,0.488,105265290
Lauri Markkanen,PF,20,CHI,68,2020,15.6,0.465,0.193,13.5,6.4,0.9,1.8,8.2,21.9,1,-1.2,0.9,2018,3996188,94598740,29.70588235,0.552,105265290
Paul Zipser,SF,23,CHI,54,824,5.2,0.47,0.107,8.5,8,1.2,1.6,14.9,15.2,-5.5,-0.5,-0.8,2018,1372562,94598740,15.25925926,0.445,105265290
Robin Lopez,C,29,CHI,64,1690,14.7,0.022,0.14,9.2,12.3,0.4,2.8,13.5,20.4,-0.9,-1.3,-0.1,2018,14418271,94598740,26.40625,0.552,105265290
Dwayne Bacon,SG,22,CHO,53,713,5.8,0.224,0.13,9.4,7.5,1.1,0.2,10.2,13.7,-4.8,0.1,-0.5,2018,852867,122743957,13.45283019,0.431,105265290
Dwight Howard,C,32,CHO,81,2463,20.5,0.008,0.639,22.2,7.1,1,4.4,15.1,24.2,-0.3,0.1,1.2,2018,24573331,122743957,30.40740741,0.577,105265290
Frank Kaminsky,PF,24,CHO,79,1835,14.4,0.383,0.271,8.5,11,1,0.9,7.6,20.5,0.6,-0.8,0.8,2018,2977660,122743957,23.2278481,0.545,105265290
Jeremy Lamb,SG,25,CHO,80,1967,17,0.305,0.25,8.9,15.4,1.5,1.4,9.1,22.4,1.3,0.2,1.8,2018,7319715,122743957,24.5875,0.559,105265290
Kemba Walker,PG,27,CHO,80,2736,20.6,0.441,0.308,4.9,27.4,1.6,0.7,10.4,27.4,4.7,-0.7,4.2,2018,12548084,122743957,34.2,0.572,105265290
Malik Monk,SG,19,CHO,63,854,10.3,0.572,0.089,4.2,16.9,1.1,0.9,10,24.9,-1.3,-2,-0.3,2018,3037138,122743957,13.55555556,0.477,105265290
Marvin Williams,PF,31,CHO,78,2006,13.9,0.542,0.218,10,7,1.4,1.6,9.7,14.8,0.6,0.3,1.5,2018,13770215,122743957,25.71794872,0.603,105265290
Michael Carter-Williams,PG,26,CHO,52,835,10.8,0.258,0.389,8.9,19.4,2.6,2.3,16.2,16.6,-3.3,1.8,0.1,2018,2823318,122743957,16.05769231,0.446,105265290
Michael Kidd-Gilchrist,SF,24,CHO,74,1850,12.5,0.004,0.305,8.8,5.9,1.3,1.4,7.7,16.1,-2.1,0,-0.1,2018,13593758,122743957,25,0.536,105265290
Nicolas Batum,SG,29,CHO,64,1981,14.4,0.422,0.2,8.4,26.2,1.6,1,15.6,18.3,0.5,-0.1,1.2,2018,23459462,122743957,30.953125,0.523,105265290
Treveon Graham,SG,24,CHO,63,1050,9,0.439,0.267,6.2,7.8,1.5,0.2,9.9,11.3,-2.8,0.1,-0.2,2018,1372562,122743957,16.66666667,0.553,105265290
Channing Frye,C,34,CLE,44,545,13.9,0.533,0.089,11.3,7.5,1.5,1.9,8.8,15.6,-0.4,0.1,0.3,2018,7759852,144013233,12.38636364,0.604,105265290
Dwyane Wade,SG,36,CLE,46,1069,15.9,0.161,0.308,9.5,23.3,1.9,2.5,15.7,24.3,-0.1,-0.1,0.5,2018,18695235,144013233,23.23913043,0.519,105265290
J.R. Smith,SG,32,CLE,80,2244,8.4,0.64,0.094,5.9,8.6,1.5,0.4,11.6,13.8,-2.1,-0.9,-0.6,2018,14388470,144013233,28.05,0.534,105265290
Jae Crowder,SF,27,CLE,53,1346,10.2,0.503,0.245,7.2,6,1.5,0.8,9.2,15.1,-1.9,-1,-0.3,2018,7106520,144013233,25.39622642,0.545,105265290
Jeff Green,PF,31,CLE,78,1828,14.8,0.275,0.379,7.6,8,1.1,1.6,9.4,19.3,-0.3,-1.5,0.1,2018,2213644,144013233,23.43589744,0.587,105265290
Jose Calderon,PG,36,CLE,57,914,11.3,0.524,0.162,5.2,17.4,1.4,0.2,17.1,11.6,-1.4,-0.5,0,2018,2435010,144013233,16.03508772,0.643,105265290
Kevin Love,C,29,CLE,59,1651,22.4,0.453,0.365,18.6,9.8,1.3,1.2,9.6,25.1,4.5,-1.3,2.2,2018,23676509,144013233,27.98305085,0.614,105265290
Kyle Korver,SG,36,CLE,73,1574,13.4,0.777,0.149,5.9,8,1,1.5,9.6,16,1.5,-1.2,0.9,2018,7319715,144013233,21.56164384,0.652,105265290
LeBron James,PF,33,CLE,82,3026,28.6,0.257,0.336,13.1,44.4,1.9,2,16.1,31.6,7.3,1.4,8.2,2018,34805990,144013233,36.90243902,0.621,105265290
Tristan Thompson,C,26,CLE,53,1072,13.6,0,0.336,18.4,4.3,0.7,1.3,11.8,12.6,-1,-1.9,-0.2,2018,17149048,144013233,20.22641509,0.569,105265290
Devin Harris,PG,34,DAL,44,807,13.5,0.44,0.394,5.8,16.4,2.1,0.9,12.8,21.5,-1.7,0.7,0.2,2018,4603626,89342606,18.34090909,0.473,105265290
Dirk Nowitzki,C,39,DAL,77,1900,16.7,0.445,0.142,12.8,10.4,1.1,2.1,6,20.5,1.7,0.6,2.1,2018,5228368,89342606,24.67532468,0.56,105265290
Dwight Powell,C,26,DAL,79,1672,18.8,0.195,0.43,14.7,8.5,2,1.7,10.3,15.5,0.6,1,1.5,2018,9414330,89342606,21.16455696,0.575,105265290
Harrison Barnes,PF,25,DAL,77,2634,15.8,0.276,0.259,9.9,9.9,0.9,0.5,8.1,25.2,0.8,-1.3,1,2018,24167614,89342606,34.20779221,0.656,105265290
Maxi Kleber,PF,26,DAL,72,1206,13.4,0.414,0.191,10.8,6.4,1.1,3.5,8.2,13.7,-1,0.5,0.5,2018,852867,89342606,16.75,0.576,105265290
Wesley Matthews,SF,31,DAL,63,2131,11.4,0.577,0.145,5.2,12.3,1.8,0.7,10.1,17.6,-1,0.1,0.6,2018,18701011,89342606,33.82539683,0.541,105265290
Yogi Ferrell,SG,24,DAL,82,2282,11.4,0.492,0.141,6.1,13.5,1.4,0.4,9.1,17,-1.3,0,0.4,2018,1372562,89342606,27.82926829,0.54,105265290
Emmanuel Mudiay,PG,21,DEN,42,752,12.3,0.317,0.242,7,24.1,1.4,0.4,16.8,24.8,-1.4,-2.1,-0.3,2018,3535924,112455503,17.9047619,0.504,105265290
Gary Harris,SG,23,DEN,67,2304,16.5,0.434,0.178,4.3,13,2.6,0.5,10.8,20.7,1,-0.2,1.7,2018,2666525,112455503,34.3880597,0.597,105265290
Jamal Murray,PG,20,DEN,81,2565,16.1,0.411,0.238,6.5,16.4,1.5,0.9,12.8,22.8,1.2,-1.5,1.1,2018,3508569,112455503,31.66666667,0.576,105265290
Mason Plumlee,C,27,DEN,74,1439,16.9,0.003,0.486,15.6,14.4,1.7,4.7,18.7,16.6,-1,1.4,0.9,2018,14682404,112455503,19.44594595,0.586,105265290
Nikola Jokic,C,22,DEN,75,2443,24.4,0.277,0.31,18.5,29.6,1.8,2.1,15.5,24.2,5.3,1.6,5.5,2018,1538585,112455503,32.57333333,0.603,105265290
Trey Lyles,PF,22,DEN,73,1391,17.9,0.396,0.26,14,10.1,1.1,2,9.1,21.1,2,-0.7,1.1,2018,2552907,112455503,19.05479452,0.591,105265290
Will Barton,SG,27,DEN,81,2683,16.2,0.411,0.22,8.6,18.5,1.5,1.6,11.7,20.7,1.6,-0.4,2.1,2018,3694713,112455503,33.12345679,0.562,105265290
Wilson Chandler,SF,30,DEN,74,2346,10.9,0.39,0.181,9.6,9.4,0.9,1.4,11.9,14.3,-1,-1.1,-0.1,2018,12565708,112455503,31.7027027,0.542,105265290
Andre Drummond,C,24,DET,78,2625,22.9,0.012,0.448,26.2,14.3,2.2,4.3,15.9,21.2,1.5,1.7,3.4,2018,24861421,125243666,33.65384615,0.555,105265290
Anthony Tolliver,PF,32,DET,79,1757,13.9,0.773,0.282,7.6,7.5,0.9,1.1,9.9,14.8,1.2,-0.3,1.3,2018,5531613,125243666,22.24050633,0.663,105265290
Eric Moreland,PF,26,DET,67,805,13.9,0,0.238,19.1,13.3,1.9,5.6,23.8,9.7,-2.8,3.3,0.5,2018,1819472,125243666,12.01492537,0.531,105265290
Langston Galloway,SG,26,DET,58,863,12.2,0.641,0.121,5.9,10.1,2,0.5,4.8,19.3,-0.2,0.2,0.5,2018,6971158,125243666,14.87931034,0.503,105265290
Luke Kennard,SG,21,DET,73,1463,12.1,0.419,0.163,6.6,12.7,1.5,0.8,12.2,17.2,-0.9,0.1,0.5,2018,2885306,125243666,20.04109589,0.56,105265290
Reggie Bullock,SF,26,DET,62,1732,13.6,0.515,0.09,4.9,8.4,1.4,0.7,7.6,15.7,0.7,0,1.2,2018,2614184,125243666,27.93548387,0.615,105265290
Reggie Jackson,PG,27,DET,45,1201,15.9,0.293,0.232,5.7,32.8,1.1,0.3,13.5,27.1,1,-1.4,0.5,2018,16730779,125243666,26.68888889,0.516,105265290
Stanley Johnson,SF,21,DET,69,1894,9,0.418,0.259,7.3,8.5,2.5,0.7,11,16.4,-4,1.1,-0.4,2018,3239287,125243666,27.44927536,0.48,105265290
Tobias Harris,PF,25,DET,48,1563,16.7,0.389,0.192,8.6,9.9,1.1,0.9,6.2,23.2,2.2,-0.5,1.5,2018,16730779,125243666,32.5625,0.564,105265290
Andre Iguodala,SF,34,GSW,64,1622,11.2,0.366,0.272,8.5,16.2,1.6,1.9,15.8,11.5,-1.1,0.8,0.7,2018,15491462,143895289,25.34375,0.536,105265290
David West,C,37,GSW,73,999,20.9,0.021,0.209,13.3,20.5,2.3,5.9,16.2,21.7,0.7,2.5,1.3,2018,2435010,143895289,13.68493151,0.6,105265290
Draymond Green,PF,27,GSW,70,2287,16.1,0.414,0.279,13.1,29,2,3.1,22.5,17.2,0.9,1.9,2.8,2018,17149048,143895289,32.67142857,0.556,105265290
Jordan Bell,C,23,GSW,57,809,18,0.022,0.238,14.3,16.9,2.1,5.5,20,13.9,0,2.8,1,2018,852867,143895289,14.19298246,0.641,105265290
Kevin Durant,SF,29,GSW,68,2325,26,0.338,0.331,11.2,25.5,1,4,12.9,30.4,6.7,0.6,5.5,2018,26141842,143895289,34.19117647,0.64,105265290
Kevon Looney,C,21,GSW,66,910,14.8,0.026,0.399,13.2,6,1.8,4.9,12,12.4,-1.2,1,0.4,2018,1538585,143895289,13.78787879,0.588,105265290
Klay Thompson,SG,27,GSW,73,2506,16,0.442,0.083,6.2,11.2,1.1,1.1,9.5,23.7,1.7,-2.1,1,2018,18640336,143895289,34.32876712,0.598,105265290
Nick Young,SG,32,GSW,80,1393,10,0.668,0.133,5,3.5,1.3,0.4,7,17.5,-1.6,-1.9,-0.5,2018,5429137,143895289,17.4125,0.562,105265290
Omri Casspi,SF,29,GSW,53,740,15.5,0.106,0.333,15.1,9.5,1.2,2,13.5,16.3,-0.9,0,0.2,2018,2202680,143895289,13.96226415,0.632,105265290
Patrick McCaw,SG,22,GSW,57,961,7.4,0.356,0.151,4.8,10.6,2.2,0.8,14.6,12.8,-4.3,0.1,-0.5,2018,1372562,143895289,16.85964912,0.477,105265290
Shaun Livingston,PG,32,GSW,71,1129,11.6,0.015,0.178,6.5,16.8,1.5,1.5,13.6,16.6,-2.8,-0.4,-0.3,2018,8043644,143895289,15.90140845,0.533,105265290
Stephen Curry,PG,29,GSW,51,1631,28.2,0.58,0.35,9,30.3,2.4,0.4,13.3,31,7.8,0,4,2018,36266630,143895289,31.98039216,0.675,105265290
Zaza Pachulia,C,33,GSW,69,972,17,0.004,0.352,18.5,15.2,1.9,1.4,19.1,17,-0.7,0.7,0.5,2018,3636434,143895289,14.08695652,0.612,105265290
Chris Paul,PG,32,HOU,58,1847,24.4,0.475,0.277,9.5,40.9,2.6,0.6,12.5,24.5,5.2,1.8,4.2,2018,25377412,125382049,31.84482759,0.604,105265290
Clint Capela,C,23,HOU,74,2034,24.5,0.001,0.38,22.2,5.7,1.4,5.7,11.5,19.4,2.4,1,2.8,2018,2441154,125382049,27.48648649,0.65,105265290
Eric Gordon,SG,29,HOU,69,2154,15.2,0.627,0.248,4.4,11.7,1,1.1,10.8,24.7,2,-1.6,1.3,2018,13534175,125382049,31.2173913,0.578,105265290
James Harden,SG,28,HOU,72,2551,29.8,0.498,0.502,8.6,45.1,2.4,1.7,15.1,36.1,8.5,1.4,7.7,2018,29591937,125382049,35.43055556,0.619,105265290
Luc Mbah a Moute,PF,31,HOU,61,1564,10.3,0.501,0.275,6.7,5,2.3,1.4,15,12.8,-1.6,1.4,0.7,2018,2213644,125382049,25.63934426,0.595,105265290
Nenê,C,35,HOU,52,758,16.4,0.008,0.448,13.1,9.5,1.8,1.6,11.7,18.9,-1.6,0.6,0.2,2018,3636434,125382049,14.57692308,0.594,105265290
Ryan Anderson,PF,29,HOU,66,1725,12.6,0.706,0.194,10.8,5.1,0.7,1,7.5,14.4,0.9,-0.8,0.9,2018,20472675,125382049,26.13636364,0.592,105265290
Trevor Ariza,SF,32,HOU,67,2269,11.8,0.71,0.137,7.3,6.8,2.1,0.5,7,14.4,0,0.7,1.5,2018,7737985,125382049,33.86567164,0.567,105265290
Bojan Bogdanovic,SF,28,IND,80,2464,13.9,0.453,0.241,6.2,7.1,1.1,0.3,10.1,19,0.5,-1.2,0.8,2018,10979573,99623136,30.8,0.605,105265290
Cory Joseph,PG,26,IND,82,2210,11,0.315,0.156,6.7,16.1,1.8,0.7,11.9,14.8,-1.8,0.3,0.3,2018,7978490,99623136,26.95121951,0.503,105265290
Darren Collison,PG,30,IND,69,2018,18.8,0.321,0.226,5,26.4,2.3,0.7,10.9,17.4,2.4,0.3,2.4,2018,10456736,99623136,29.24637681,0.61,105265290
Domantas Sabonis,C,21,IND,74,1810,17.5,0.056,0.339,17.8,12.7,1.1,1.6,15.3,22.1,-0.6,-0.5,0.4,2018,2666467,99623136,24.45945946,0.567,105265290
Lance Stephenson,SG,27,IND,82,1850,12.4,0.327,0.179,12.9,18.6,1.2,0.8,14.6,21.6,-1.5,-0.3,0.1,2018,4370916,99623136,22.56097561,0.495,105265290
Myles Turner,C,21,IND,65,1836,16.6,0.246,0.322,12.8,7,1,5.7,11.6,20,-0.6,0.4,0.8,2018,2596449,99623136,28.24615385,0.567,105265290
Thaddeus Young,PF,29,IND,81,2607,14.8,0.209,0.106,11.1,8.5,2.6,1.2,10.4,17.3,-0.2,0.4,1.4,2018,13511513,99623136,32.18518519,0.528,105265290
Victor Oladipo,SG,25,IND,75,2552,23.1,0.323,0.274,8.6,21.2,3.5,2,12.7,30.1,4.1,1.7,5,2018,21959147,99623136,34.02666667,0.577,105265290
Austin Rivers,SG,25,LAC,61,2057,12.6,0.447,0.198,3.9,17.5,1.7,0.6,11.1,20.6,-0.3,-0.9,0.4,2018,12365091,124532419,33.72131148,0.526,105265290
